game_id,season,game_type,week,gameday,weekday,gametime,away_team,away_score,home_team,home_score,location,result,total,overtime,old_game_id,gsis,nfl_detail_id,pfr,pff,espn,ftn,away_rest,home_rest,away_moneyline,home_moneyline,spread_line,away_spread_odds,home_spread_odds,total_line,under_odds,over_odds,div_game,roof,surface,temp,wind,away_qb_id,home_qb_id,away_qb_name,home_qb_name,away_coach,home_coach,referee,stadium_id,stadium,winner,home_team_wins,away_team_wins,home_team_losses,away_team_losses,home_team_win_prob,away_team_win_prob,predicted_winner
2024_17_KC_PIT,2024,REG,17,2024-12-25,Wednesday,13:00,KC,29.0,PIT,10.0,Home,-19.0,39.0,0.0,2024122500,59748,,202412250pit,,401671799,6689.0,4,4,-162.0,136.0,-3.0,-105.0,-115.0,43.5,-110.0,-110.0,0,outdoors,,,,00-0033873,00-0029263,Patrick Mahomes,Russell Wilson,Andy Reid,Mike Tomlin,,PIT00,Acrisure Stadium,0,5,7,2,1,0.07518447853564376,0.9248155214643562,0
2024_17_BAL_HOU,2024,REG,17,2024-12-25,Wednesday,16:30,BAL,31.0,HOU,2.0,Home,-29.0,33.0,0.0,2024122501,59749,,202412250htx,,401671800,6690.0,4,4,-245.0,200.0,-5.5,-108.0,-112.0,46.5,-112.0,-108.0,0,closed,,,,00-0034796,00-0039163,Lamar Jackson,C.J. Stroud,John Harbaugh,DeMeco Ryans,,HOU00,NRG Stadium,0,5,6,3,3,0.20856987617283418,0.7914301238271658,0
2024_17_SEA_CHI,2024,REG,17,2024-12-26,Thursday,20:15,SEA,,CHI,,Home,,,,2024122600,59750,,202412260chi,,401671876,6691.0,4,4,-192.0,160.0,-3.5,-118.0,-102.0,43.5,-112.0,-108.0,0,outdoors,grass,,,00-0030565,00-0039918,Geno Smith,Caleb Williams,Mike Macdonald,Matt Eberflus,,CHI98,Soldier Field,0,4,6,5,1,0.012366983968512981,0.987633016031487,0
2024_17_LAC_NE,2024,REG,17,2024-12-28,Saturday,13:00,LAC,,NE,,Home,,,,2024122800,59753,,202412290nwe,,401671832,6694.0,7,7,-225.0,185.0,-4.0,-112.0,-108.0,42.5,-110.0,-110.0,0,outdoors,fieldturf,,,00-0036355,00-0039851,Justin Herbert,Drake Maye,Jim Harbaugh,Jerod Mayo,,BOS00,Gillette Stadium,0,1,5,6,3,0.004965974533347966,0.995034025466652,0
2024_17_DEN_CIN,2024,REG,17,2024-12-28,Saturday,16:30,DEN,,CIN,,Home,,,,2024122801,59751,,202412290cin,,401671835,6692.0,7,10,142.0,-170.0,3.5,-118.0,-102.0,50.0,-112.0,-108.0,0,outdoors,fieldturf,,,00-0039732,00-0036442,Bo Nix,Joe Burrow,Sean Payton,Zac Taylor,,CIN00,Paycor Stadium,0,2,5,6,4,0.01664072801963705,0.983359271980363,0
2024_17_ARI_LA,2024,REG,17,2024-12-28,Saturday,20:15,ARI,,LA,,Home,,,,2024122802,59752,,202412290ram,,401671829,6693.0,7,7,230.0,-285.0,6.0,-108.0,-112.0,48.5,-112.0,-108.0,1,dome,matrixturf,,,00-0035228,00-0026498,Kyler Murray,Matthew Stafford,Jonathan Gannon,Sean McVay,,LAX01,SoFi Stadium,0,4,3,4,5,0.6703438178957467,0.3296561821042533,1
2024_17_NYJ_BUF,2024,REG,17,2024-12-29,Sunday,13:00,NYJ,,BUF,,Home,,,,2024122905,59756,,202412290buf,,401671495,6697.0,7,7,370.0,-485.0,9.5,-105.0,-115.0,46.5,-110.0,-110.0,1,outdoors,a_turf,,,00-0023459,00-0034857,Aaron Rodgers,Josh Allen,Robert Saleh,Sean McDermott,,BUF00,New Era Field,0,7,3,1,6,0.9949485472418189,0.005051452758181085,1
2024_17_TEN_JAX,2024,REG,17,2024-12-29,Sunday,13:00,TEN,,JAX,,Home,,,,2024122906,59757,,202412290jax,,401671634,6698.0,7,7,-105.0,-115.0,1.0,-110.0,-110.0,41.0,-110.0,-110.0,1,outdoors,grass,,,00-0034771,00-0036972,Mason Rudolph,Mac Jones,Brian Callahan,Doug Pederson,,JAX00,TIAA Bank Stadium,0,2,3,6,6,0.1871768723655584,0.8128231276344415,0
2024_17_LV_NO,2024,REG,17,2024-12-29,Sunday,13:00,LV,,NO,,Home,,,,2024122908,59759,,202412290nor,,401671738,6700.0,7,6,-105.0,-115.0,1.0,-110.0,-110.0,39.5,-110.0,-110.0,0,dome,sportturf,,,00-0038579,00-0038998,Aidan O'Connell,Jake Haener,Antonio Pierce,Dennis Allen,,NOR00,Mercedes-Benz Superdome,0,3,2,6,7,0.6307714055102202,0.36922859448977985,1
2024_17_IND_NYG,2024,REG,17,2024-12-29,Sunday,13:00,IND,,NYG,,Home,,,,2024122903,59754,,202412290nyg,,401671846,6695.0,7,7,-440.0,340.0,-8.0,-108.0,-112.0,40.5,-110.0,-110.0,0,outdoors,fieldturf,,,00-0026158,00-0038476,Joe Flacco,Tommy DeVito,Shane Steichen,Brian Daboll,,NYC01,MetLife Stadium,0,0,4,9,5,0.002180498107337903,0.9978195018926621,0
