game_id,season,game_type,week,gameday,weekday,gametime,away_team,away_score,home_team,home_score,location,result,total,overtime,old_game_id,gsis,nfl_detail_id,pfr,pff,espn,ftn,away_rest,home_rest,away_moneyline,home_moneyline,spread_line,away_spread_odds,home_spread_odds,total_line,under_odds,over_odds,div_game,roof,surface,temp,wind,away_qb_id,home_qb_id,away_qb_name,home_qb_name,away_coach,home_coach,referee,stadium_id,stadium,winner,home_team_wins,away_team_wins,home_team_losses,away_team_losses,home_team_win_prob,away_team_win_prob,predicted_winner
2024_10_CIN_BAL,2024,REG,10,2024-11-07,Thursday,20:15,CIN,34.0,BAL,35.0,Home,1.0,69.0,0.0,2024110700,59646,,202411070rav,,401671810,6587.0,4,4,220.0,-270.0,6.0,-108.0,-112.0,53.0,-108.0,-112.0,1,outdoors,grass,69.0,6.0,00-0036442,00-0034796,Joe Burrow,Lamar Jackson,Zac Taylor,John Harbaugh,Clete Blakeman,BAL00,M&T Bank Stadium,1,4,3,1,2,0.7481583828267689,0.25184161717323106,1
2024_10_NYG_CAR,2024,REG,10,2024-11-10,Sunday,09:30,NYG,17.0,CAR,20.0,Neutral,3.0,37.0,1.0,2024111000,59647,,202411100car,,401671803,6588.0,7,7,-298.0,240.0,-6.5,-118.0,-102.0,40.5,-115.0,-105.0,0,outdoors,,,,00-0035710,00-0027973,Daniel Jones,Andy Dalton,Brian Daboll,Dave Canales,Shawn Hochuli,GER00,Allianz Arena,1,2,2,3,3,0.4256429364980845,0.5743570635019155,0
2024_10_NE_CHI,2024,REG,10,2024-11-10,Sunday,13:00,NE,19.0,CHI,3.0,Home,-16.0,22.0,0.0,2024111001,59648,,202411100chi,,401671873,6589.0,7,7,260.0,-325.0,6.5,-110.0,-110.0,37.5,-112.0,-108.0,0,outdoors,grass,60.0,6.0,00-0039851,00-0039918,Drake Maye,Caleb Williams,Jerod Mayo,Matt Eberflus,Land Clark,CHI98,Soldier Field,0,4,2,1,4,0.9479201631203742,0.05207983687962581,1
2024_10_BUF_IND,2024,REG,10,2024-11-10,Sunday,13:00,BUF,30.0,IND,20.0,Home,-10.0,50.0,0.0,2024111002,59649,,202411100clt,,401671863,6590.0,7,7,-230.0,190.0,-4.5,-115.0,-105.0,46.5,-108.0,-112.0,0,closed,fieldturf,,,00-0034857,00-0026158,Josh Allen,Joe Flacco,Sean McDermott,Shane Steichen,Scott Novak,IND00,Lucas Oil Stadium,0,3,4,2,2,0.25008465665941204,0.749915343340588,0
2024_10_MIN_JAX,2024,REG,10,2024-11-10,Sunday,13:00,MIN,12.0,JAX,7.0,Home,-5.0,19.0,0.0,2024111003,59650,,202411100jax,,401671708,6591.0,7,7,-345.0,280.0,-7.0,-120.0,100.0,42.5,-108.0,-112.0,0,outdoors,grass,79.0,7.0,00-0034869,00-0036972,Sam Darnold,Mac Jones,Kevin O'Connell,Doug Pederson,Adrian Hill,JAX00,TIAA Bank Stadium,0,2,3,3,1,0.10790431321617872,0.8920956867838212,0
2024_10_DEN_KC,2024,REG,10,2024-11-10,Sunday,13:00,DEN,14.0,KC,16.0,Home,2.0,30.0,0.0,2024111004,59651,,202411100kan,,401671637,6592.0,7,6,300.0,-380.0,7.5,-115.0,-105.0,42.5,-110.0,-110.0,1,outdoors,grass,57.0,12.0,00-0039732,00-0033873,Bo Nix,Patrick Mahomes,Sean Payton,Andy Reid,Brad Allen,KAN00,GEHA Field at Arrowhead Stadium,1,5,3,0,3,0.9495325204726454,0.05046747952735464,1
2024_10_ATL_NO,2024,REG,10,2024-11-10,Sunday,13:00,ATL,17.0,NO,20.0,Home,3.0,37.0,0.0,2024111005,59652,,202411100nor,,401671733,6593.0,7,7,-192.0,160.0,-3.5,-112.0,-108.0,46.5,-112.0,-108.0,1,dome,sportturf,,,00-0029604,00-0031280,Kirk Cousins,Derek Carr,Raheem Morris,Dennis Allen,Carl Cheffers,NOR00,Mercedes-Benz Superdome,1,2,3,3,1,0.10790431321617872,0.8920956867838212,0
2024_10_SF_TB,2024,REG,10,2024-11-10,Sunday,13:00,SF,23.0,TB,20.0,Home,-3.0,43.0,0.0,2024111006,59653,,202411100tam,,401671742,6594.0,14,6,-298.0,240.0,-6.5,-118.0,-102.0,50.5,-112.0,-108.0,0,outdoors,grass,85.0,9.0,00-0037834,00-0034855,Brock Purdy,Baker Mayfield,Kyle Shanahan,Todd Bowles,Shawn Smith,TAM00,Raymond James Stadium,0,2,2,4,2,0.1981098145565171,0.8018901854434829,0
2024_10_PIT_WAS,2024,REG,10,2024-11-10,Sunday,13:00,PIT,28.0,WAS,27.0,Home,-1.0,55.0,0.0,2024111007,59654,,202411100was,,401671641,6595.0,13,7,102.0,-122.0,1.5,-110.0,-110.0,45.0,-108.0,-112.0,0,outdoors,grass,57.0,9.0,00-0029263,00-0032268,Russell Wilson,Marcus Mariota,Mike Tomlin,Dan Quinn,Brad Rogers,WAS00,FedExField,0,4,4,1,1,0.4419247874256212,0.5580752125743789,0
2024_10_TEN_LAC,2024,REG,10,2024-11-10,Sunday,16:05,TEN,17.0,LAC,27.0,Home,10.0,44.0,0.0,2024111008,59655,,202411100sdg,,401671751,6596.0,7,7,300.0,-380.0,8.0,-108.0,-112.0,40.0,-110.0,-110.0,0,dome,matrixturf,,,00-0034771,00-0036355,Mason Rudolph,Justin Herbert,Brian Callahan,Jim Harbaugh,Craig Wrolstad,LAX01,SoFi Stadium,1,3,1,1,4,0.9519295977568512,0.048070402243148846,1
2024_10_NYJ_ARI,2024,REG,10,2024-11-10,Sunday,16:25,NYJ,6.0,ARI,31.0,Home,25.0,37.0,0.0,2024111009,59656,,202411100crd,,401671678,6597.0,10,7,-130.0,110.0,-2.0,-110.0,-110.0,45.5,-108.0,-112.0,0,closed,grass,,,00-0023459,00-0035228,Aaron Rodgers,Kyler Murray,Robert Saleh,Jonathan Gannon,John Hussey,PHO00,State Farm Stadium,1,4,1,2,5,0.9738057210752618,0.026194278924738246,1
