game_id,season,week,team,off_epa,off_success_rate,pass_attempt,rush_attempt,def_epa,def_success_rate
2013_02_JAX_OAK,2013,2,JAX,-0.10013398024281162,0.32558139534883723,44.0,19.0,0.002167153261688671,0.36585365853658536
2013_02_JAX_OAK,2013,2,LV,0.002167153261688671,0.36585365853658536,27.0,34.0,-0.10013398024281162,0.32558139534883723
2013_02_MIA_IND,2013,2,IND,0.0138399679108901,0.4942528735632184,46.0,26.0,0.08536315482248505,0.48148148148148145
2013_02_MIA_IND,2013,2,MIA,0.08536315482248505,0.48148148148148145,39.0,27.0,0.0138399679108901,0.4942528735632184
2013_02_MIN_CHI,2013,2,CHI,0.028522307813622583,0.5903614457831325,39.0,27.0,0.07192415526737704,0.4691358024691358
2013_02_MIN_CHI,2013,2,MIN,0.07192415526737704,0.4691358024691358,31.0,33.0,0.028522307813622583,0.5903614457831325
2013_02_NO_TB,2013,2,NO,-0.07946594241639361,0.48314606741573035,50.0,20.0,-0.15467461974309726,0.41333333333333333
2013_02_NO_TB,2013,2,TB,-0.15467461974309726,0.41333333333333333,23.0,33.0,-0.07946594241639361,0.48314606741573035
2013_02_NYJ_NE,2013,2,NE,-0.22692882604481063,0.36470588235294116,40.0,24.0,-0.22399476593596063,0.32967032967032966
2013_02_NYJ_NE,2013,2,NYJ,-0.22399476593596063,0.32967032967032966,39.0,32.0,-0.22692882604481063,0.36470588235294116
2013_02_PIT_CIN,2013,2,CIN,0.03598483584505398,0.45454545454545453,45.0,34.0,-0.07529552826932646,0.3698630136986301
2013_02_PIT_CIN,2013,2,PIT,-0.07529552826932646,0.3698630136986301,39.0,16.0,0.03598483584505398,0.45454545454545453
2013_02_SD_PHI,2013,2,LAC,0.27438331248037123,0.5643564356435643,48.0,31.0,0.2640423626792371,0.5822784810126582
2013_02_SD_PHI,2013,2,PHI,0.2640423626792371,0.5822784810126582,39.0,19.0,0.27438331248037123,0.5643564356435643
2013_02_SF_SEA,2013,2,SEA,-0.0709156922003243,0.34408602150537637,23.0,47.0,-0.4788905240591917,0.3088235294117647
2013_02_SF_SEA,2013,2,SF,-0.4788905240591917,0.3088235294117647,31.0,20.0,-0.0709156922003243,0.34408602150537637
2013_02_STL_ATL,2013,2,ATL,0.11939483081663599,0.47560975609756095,45.0,16.0,0.06097869204795388,0.47368421052631576
2013_02_STL_ATL,2013,2,LA,0.06097869204795388,0.47368421052631576,55.0,18.0,0.11939483081663599,0.47560975609756095
2013_02_TEN_HOU,2013,2,HOU,-0.05820256113691894,0.4368932038834951,50.0,29.0,-0.10055720164705999,0.37362637362637363
2013_02_TEN_HOU,2013,2,TEN,-0.10055720164705999,0.37362637362637363,34.0,33.0,-0.05820256113691894,0.4368932038834951
2013_02_WAS_GB,2013,2,GB,0.23346490032016234,0.5517241379310345,46.0,24.0,0.04571846976961362,0.4230769230769231
2013_02_WAS_GB,2013,2,WAS,0.04571846976961362,0.4230769230769231,42.0,17.0,0.23346490032016234,0.5517241379310345
2013_03_ARI_NO,2013,3,ARI,-0.21143289842201887,0.410958904109589,39.0,16.0,0.10438521419811432,0.4943820224719101
2013_03_ARI_NO,2013,3,NO,0.10438521419811432,0.4943820224719101,50.0,24.0,-0.21143289842201887,0.410958904109589
2013_03_ATL_MIA,2013,3,ATL,0.09700742205092182,0.4772727272727273,38.0,30.0,0.12920667003301586,0.45714285714285713
2013_03_ATL_MIA,2013,3,MIA,0.12920667003301586,0.45714285714285713,40.0,15.0,0.09700742205092182,0.4772727272727273
2013_03_BUF_NYJ,2013,3,BUF,-0.043215358949264135,0.38461538461538464,51.0,25.0,-0.0018856434748737417,0.3786407766990291
2013_03_BUF_NYJ,2013,3,NYJ,-0.0018856434748737417,0.3786407766990291,29.0,41.0,-0.043215358949264135,0.38461538461538464
2013_03_CHI_PIT,2013,3,CHI,0.07863327595871723,0.45121951219512196,32.0,28.0,-0.1898064210842211,0.47619047619047616
2013_03_CHI_PIT,2013,3,PIT,-0.1898064210842211,0.47619047619047616,44.0,21.0,0.07863327595871723,0.45121951219512196
2013_03_CLE_MIN,2013,3,CLE,-0.007362773622091632,0.42105263157894735,58.0,17.0,-0.07207239404490605,0.41414141414141414
2013_03_CLE_MIN,2013,3,MIN,-0.07207239404490605,0.41414141414141414,48.0,31.0,-0.007362773622091632,0.42105263157894735
2013_03_DET_WAS,2013,3,DET,0.15690286057409844,0.46511627906976744,43.0,23.0,0.03965861613211528,0.4479166666666667
2013_03_DET_WAS,2013,3,WAS,0.03965861613211528,0.4479166666666667,52.0,22.0,0.15690286057409844,0.46511627906976744
2013_03_GB_CIN,2013,3,CIN,-0.10753951135264384,0.49295774647887325,32.0,24.0,-0.08951390156751506,0.4897959183673469
2013_03_GB_CIN,2013,3,GB,-0.08951390156751506,0.4897959183673469,47.0,30.0,-0.10753951135264384,0.49295774647887325
2013_03_HOU_BAL,2013,3,BAL,0.0606878569564402,0.4457831325301205,26.0,31.0,-0.1845081091506429,0.47619047619047616
2013_03_HOU_BAL,2013,3,HOU,-0.1845081091506429,0.47619047619047616,38.0,23.0,0.0606878569564402,0.4457831325301205
2013_03_IND_SF,2013,3,IND,0.1557050532423286,0.5,27.0,40.0,-0.1609768371982207,0.39705882352941174
2013_03_IND_SF,2013,3,SF,-0.1609768371982207,0.39705882352941174,30.0,23.0,0.1557050532423286,0.5
2013_03_JAX_SEA,2013,3,JAX,-0.1602561557505407,0.37209302325581395,41.0,25.0,0.14874753313257183,0.5632183908045977
2013_03_JAX_SEA,2013,3,SEA,0.14874753313257183,0.5632183908045977,31.0,36.0,-0.1602561557505407,0.37209302325581395
2013_03_KC_PHI,2013,3,KC,-0.00816566450117377,0.42718446601941745,40.0,38.0,-0.18540388112622605,0.40476190476190477
2013_03_KC_PHI,2013,3,PHI,-0.18540388112622605,0.40476190476190477,36.0,28.0,-0.00816566450117377,0.42718446601941745
2013_03_NYG_CAR,2013,3,CAR,0.1603654102465761,0.4772727272727273,28.0,46.0,-0.3534783166352376,0.2898550724637681
2013_03_NYG_CAR,2013,3,NYG,-0.3534783166352376,0.2898550724637681,34.0,16.0,0.1603654102465761,0.4772727272727273
2013_03_OAK_DEN,2013,3,DEN,0.23973157214406807,0.5978260869565217,38.0,35.0,0.0930263868930343,0.3835616438356164
2013_03_OAK_DEN,2013,3,LV,0.0930263868930343,0.3835616438356164,34.0,17.0,0.23973157214406807,0.5978260869565217
2013_03_SD_TEN,2013,3,LAC,0.07982477386835166,0.5205479452054794,26.0,27.0,0.08287924712366009,0.5
2013_03_SD_TEN,2013,3,TEN,0.08287924712366009,0.5,39.0,29.0,0.07982477386835166,0.5205479452054794
2013_03_STL_DAL,2013,3,DAL,0.14070388876108017,0.5131578947368421,25.0,34.0,-0.16968298681582225,0.3855421686746988
2013_03_STL_DAL,2013,3,LA,-0.16968298681582225,0.3855421686746988,55.0,12.0,0.14070388876108017,0.5131578947368421
2013_03_TB_NE,2013,3,NE,0.07310118632425505,0.45348837209302323,39.0,33.0,-0.16298999837725928,0.3855421686746988
2013_03_TB_NE,2013,3,TB,-0.16298999837725928,0.3855421686746988,44.0,22.0,0.07310118632425505,0.45348837209302323
2013_04_ARI_TB,2013,4,ARI,-0.15073995892690234,0.3974358974358974,39.0,20.0,-0.17992437484408066,0.32989690721649484
2013_04_ARI_TB,2013,4,TB,-0.17992437484408066,0.32989690721649484,45.0,31.0,-0.15073995892690234,0.3974358974358974
2013_04_BAL_BUF,2013,4,BAL,-0.20803694761896063,0.32954545454545453,54.0,9.0,-0.15148120468252274,0.35454545454545455
2013_04_BAL_BUF,2013,4,BUF,-0.15148120468252274,0.35454545454545455,24.0,55.0,-0.20803694761896063,0.32954545454545453
2013_04_CHI_DET,2013,4,CHI,-0.09564718999308092,0.40217391304347827,52.0,16.0,-0.015373901419258923,0.5058823529411764
2013_04_CHI_DET,2013,4,DET,-0.015373901419258923,0.5058823529411764,36.0,30.0,-0.09564718999308092,0.40217391304347827
2013_04_CIN_CLE,2013,4,CIN,-0.1211888566959496,0.35443037974683544,44.0,20.0,-0.004319791056895465,0.4318181818181818
2013_04_CIN_CLE,2013,4,CLE,-0.004319791056895465,0.4318181818181818,41.0,30.0,-0.1211888566959496,0.35443037974683544
2013_04_DAL_SD,2013,4,DAL,0.001299727761884087,0.5263157894736842,40.0,16.0,0.08541984448166412,0.5280898876404494
2013_04_DAL_SD,2013,4,LAC,0.08541984448166412,0.5280898876404494,43.0,27.0,0.001299727761884087,0.5263157894736842
2013_04_IND_JAX,2013,4,IND,0.18051319925447107,0.4891304347826087,40.0,30.0,-0.3105347036679804,0.35135135135135137
2013_04_IND_JAX,2013,4,JAX,-0.3105347036679804,0.35135135135135137,36.0,18.0,0.18051319925447107,0.4891304347826087
2013_04_MIA_NO,2013,4,MIA,-0.11228128444000525,0.39473684210526316,39.0,19.0,0.1393002223443086,0.5116279069767442
2013_04_MIA_NO,2013,4,NO,0.1393002223443086,0.5116279069767442,41.0,24.0,-0.11228128444000525,0.39473684210526316
2013_04_NE_ATL,2013,4,ATL,0.07122906301136069,0.4945054945054945,56.0,15.0,0.21098334888609246,0.4588235294117647
2013_04_NE_ATL,2013,4,NE,0.21098334888609246,0.4588235294117647,31.0,31.0,0.07122906301136069,0.4945054945054945
2013_04_NYG_KC,2013,4,KC,0.014290102357285842,0.4065934065934066,42.0,28.0,-0.2808774154661847,0.375
2013_04_NYG_KC,2013,4,NYG,-0.2808774154661847,0.375,40.0,21.0,0.014290102357285842,0.4065934065934066
2013_04_NYJ_TEN,2013,4,NYJ,-0.19009443620643915,0.4069767441860465,39.0,23.0,0.08647260528673915,0.40476190476190477
2013_04_NYJ_TEN,2013,4,TEN,0.08647260528673915,0.40476190476190477,34.0,31.0,-0.19009443620643915,0.4069767441860465
2013_04_PHI_DEN,2013,4,DEN,0.37646934124648757,0.6263736263736264,38.0,33.0,0.03929986664283575,0.40860215053763443
2013_04_PHI_DEN,2013,4,PHI,0.03929986664283575,0.40860215053763443,34.0,35.0,0.37646934124648757,0.6263736263736264
2013_04_PIT_MIN,2013,4,MIN,0.3382295488915548,0.5072463768115942,26.0,25.0,0.17146447445123286,0.5154639175257731
2013_04_PIT_MIN,2013,4,PIT,0.17146447445123286,0.5154639175257731,56.0,21.0,0.3382295488915548,0.5072463768115942
2013_04_SEA_HOU,2013,4,HOU,-0.10726191608535438,0.4,53.0,35.0,-0.06011869385527813,0.4146341463414634
2013_04_SEA_HOU,2013,4,SEA,-0.06011869385527813,0.4146341463414634,28.0,30.0,-0.10726191608535438,0.4
2013_04_SF_STL,2013,4,LA,-0.26793053580576887,0.3181818181818182,46.0,20.0,0.05387295923210544,0.43956043956043955
2013_04_SF_STL,2013,4,SF,0.05387295923210544,0.43956043956043955,25.0,40.0,-0.26793053580576887,0.3181818181818182
2013_04_WAS_OAK,2013,4,LV,-0.2878330546457164,0.3780487804878049,39.0,26.0,-0.11568291495108617,0.36046511627906974
2013_04_WAS_OAK,2013,4,WAS,-0.11568291495108617,0.36046511627906974,32.0,32.0,-0.2878330546457164,0.3780487804878049
2013_05_BAL_MIA,2013,5,BAL,0.04749060912166194,0.46875,34.0,40.0,-0.026497861116667226,0.3950617283950617
2013_05_BAL_MIA,2013,5,MIA,-0.026497861116667226,0.3950617283950617,46.0,11.0,0.04749060912166194,0.46875
2013_05_BUF_CLE,2013,5,BUF,-0.12497405812152723,0.37373737373737376,44.0,31.0,-0.007705275415621464,0.4065934065934066
2013_05_BUF_CLE,2013,5,CLE,-0.007705275415621464,0.4065934065934066,33.0,32.0,-0.12497405812152723,0.37373737373737376
2013_05_CAR_ARI,2013,5,ARI,-0.07602311499376407,0.4520547945205479,30.0,28.0,-0.26145556953518434,0.4146341463414634
2013_05_CAR_ARI,2013,5,CAR,-0.26145556953518434,0.4146341463414634,46.0,20.0,-0.07602311499376407,0.4520547945205479
2013_05_DEN_DAL,2013,5,DAL,0.34503278372013874,0.5064935064935064,41.0,15.0,0.33941296630856216,0.6224489795918368
2013_05_DEN_DAL,2013,5,DEN,0.33941296630856216,0.6224489795918368,42.0,31.0,0.34503278372013874,0.5064935064935064
2013_05_DET_GB,2013,5,DET,0.022651285591912235,0.39285714285714285,46.0,19.0,0.18608133813268882,0.44047619047619047
2013_05_DET_GB,2013,5,GB,0.18608133813268882,0.44047619047619047,31.0,33.0,0.022651285591912235,0.39285714285714285
2013_05_HOU_SF,2013,5,HOU,-0.2670045462320559,0.34444444444444444,41.0,30.0,0.09687227174950445,0.4626865671641791
2013_05_HOU_SF,2013,5,SF,0.09687227174950445,0.4626865671641791,16.0,36.0,-0.2670045462320559,0.34444444444444444
2013_05_JAX_STL,2013,5,JAX,-0.15898299924054085,0.45454545454545453,34.0,25.0,-0.008939385883252082,0.4574468085106383
2013_05_JAX_STL,2013,5,LA,-0.008939385883252082,0.4574468085106383,36.0,36.0,-0.15898299924054085,0.45454545454545453
2013_05_KC_TEN,2013,5,KC,0.028759055943752432,0.43478260869565216,41.0,26.0,-0.12068769387594683,0.375
2013_05_KC_TEN,2013,5,TEN,-0.12068769387594683,0.375,44.0,22.0,0.028759055943752432,0.43478260869565216
2013_05_NE_CIN,2013,5,CIN,-0.018448971755476804,0.38095238095238093,31.0,39.0,-0.10693556510616475,0.4358974358974359
2013_05_NE_CIN,2013,5,NE,-0.10693556510616475,0.4358974358974359,42.0,18.0,-0.018448971755476804,0.38095238095238093
2013_05_NO_CHI,2013,5,CHI,0.05644725043328795,0.4714285714285714,36.0,19.0,0.18735912982497044,0.4939759036144578
2013_05_NO_CHI,2013,5,NO,0.18735912982497044,0.4939759036144578,36.0,29.0,0.05644725043328795,0.4714285714285714
2013_05_NYJ_ATL,2013,5,ATL,0.038294377050664886,0.4945054945054945,48.0,22.0,0.15252104680574113,0.4603174603174603
2013_05_NYJ_ATL,2013,5,NYJ,0.15252104680574113,0.4603174603174603,24.0,22.0,0.038294377050664886,0.4945054945054945
2013_05_PHI_NYG,2013,5,NYG,-0.0724296098588479,0.43617021276595747,53.0,17.0,0.11827483181410524,0.47619047619047616
2013_05_PHI_NYG,2013,5,PHI,0.11827483181410524,0.47619047619047616,40.0,37.0,-0.0724296098588479,0.43617021276595747
2013_05_SD_OAK,2013,5,LAC,0.021675900700128266,0.48314606741573035,50.0,19.0,0.13358985435071163,0.4675324675324675
2013_05_SD_OAK,2013,5,LV,0.13358985435071163,0.4675324675324675,27.0,28.0,0.021675900700128266,0.48314606741573035
2013_05_SEA_IND,2013,5,IND,0.11684001148953657,0.43209876543209874,33.0,29.0,0.06852809250627291,0.42696629213483145
2013_05_SEA_IND,2013,5,SEA,0.06852809250627291,0.42696629213483145,33.0,34.0,0.11684001148953657,0.43209876543209874
2013_06_ARI_SF,2013,6,ARI,-0.1024685321545379,0.3902439024390244,43.0,21.0,0.027762482248345943,0.4838709677419355
2013_06_ARI_SF,2013,6,SF,0.027762482248345943,0.4838709677419355,31.0,38.0,-0.1024685321545379,0.3902439024390244
2013_06_CAR_MIN,2013,6,CAR,0.23345080028922785,0.4588235294117647,27.0,39.0,-0.14525417861385104,0.41333333333333333
2013_06_CAR_MIN,2013,6,MIN,-0.14525417861385104,0.41333333333333333,47.0,13.0,0.23345080028922785,0.4588235294117647
2013_06_CIN_BUF,2013,6,BUF,0.06857046259554232,0.47191011235955055,37.0,32.0,0.10582498018941157,0.4672897196261682
2013_06_CIN_BUF,2013,6,CIN,0.10582498018941157,0.4672897196261682,43.0,41.0,0.06857046259554232,0.47191011235955055
2013_06_DET_CLE,2013,6,CLE,0.011471287616521072,0.4888888888888889,45.0,21.0,0.21129948809089502,0.4777777777777778
2013_06_DET_CLE,2013,6,DET,0.21129948809089502,0.4777777777777778,44.0,28.0,0.011471287616521072,0.4888888888888889
2013_06_GB_BAL,2013,6,BAL,-0.06412560796741994,0.3409090909090909,39.0,22.0,-0.005496822351619294,0.4418604651162791
2013_06_GB_BAL,2013,6,GB,-0.005496822351619294,0.4418604651162791,35.0,30.0,-0.06412560796741994,0.3409090909090909
2013_06_IND_SD,2013,6,IND,0.03285644496403014,0.5396825396825397,31.0,17.0,0.12334204152036275,0.4673913043478261
2013_06_IND_SD,2013,6,LAC,0.12334204152036275,0.4673913043478261,35.0,37.0,0.03285644496403014,0.5396825396825397
2013_06_JAX_DEN,2013,6,DEN,0.09938479117089767,0.43820224719101125,42.0,29.0,-0.058753352316754236,0.42696629213483145
2013_06_JAX_DEN,2013,6,JAX,-0.058753352316754236,0.42696629213483145,45.0,27.0,0.09938479117089767,0.43820224719101125
2013_06_NO_NE,2013,6,NE,0.08253220786613989,0.4485981308411215,48.0,35.0,0.10252480653762011,0.42857142857142855
2013_06_NO_NE,2013,6,NO,0.10252480653762011,0.42857142857142855,37.0,26.0,0.08253220786613989,0.4485981308411215
2013_06_NYG_CHI,2013,6,CHI,0.12750404535683635,0.524390243902439,36.0,29.0,0.08839203323189174,0.44776119402985076
2013_06_NYG_CHI,2013,6,NYG,0.08839203323189174,0.44776119402985076,27.0,26.0,0.12750404535683635,0.524390243902439
2013_06_OAK_KC,2013,6,KC,-0.08270248149985665,0.3875,34.0,27.0,-0.2450959282427504,0.38144329896907214
2013_06_OAK_KC,2013,6,LV,-0.2450959282427504,0.38144329896907214,43.0,28.0,-0.08270248149985665,0.3875
2013_06_PHI_TB,2013,6,PHI,0.1663892346096949,0.4819277108433735,32.0,33.0,-0.010897650585103414,0.4
2013_06_PHI_TB,2013,6,TB,-0.010897650585103414,0.4,45.0,21.0,0.1663892346096949,0.4819277108433735
2013_06_PIT_NYJ,2013,6,NYJ,-0.1537157235535172,0.4533333333333333,37.0,20.0,0.05861610674839398,0.3333333333333333
2013_06_PIT_NYJ,2013,6,PIT,0.05861610674839398,0.3333333333333333,35.0,26.0,-0.1537157235535172,0.4533333333333333
2013_06_STL_HOU,2013,6,HOU,-0.17733550143728014,0.4111111111111111,43.0,30.0,0.22980420506774712,0.5245901639344263
2013_06_STL_HOU,2013,6,LA,0.22980420506774712,0.5245901639344263,16.0,25.0,-0.17733550143728014,0.4111111111111111
2013_06_TEN_SEA,2013,6,SEA,-0.045642740399721236,0.5121951219512195,33.0,33.0,-0.14718603735371724,0.37681159420289856
2013_06_TEN_SEA,2013,6,TEN,-0.14718603735371724,0.37681159420289856,32.0,20.0,-0.045642740399721236,0.5121951219512195
2013_06_WAS_DAL,2013,6,DAL,0.04447290748910649,0.4927536231884058,31.0,19.0,-0.11423758397680965,0.40625
2013_06_WAS_DAL,2013,6,WAS,-0.11423758397680965,0.40625,42.0,33.0,0.04447290748910649,0.4927536231884058
2013_07_BAL_PIT,2013,7,BAL,0.10105719449789774,0.45,35.0,26.0,0.13386612778904172,0.5416666666666666
2013_07_BAL_PIT,2013,7,PIT,0.13386612778904172,0.5416666666666666,26.0,29.0,0.10105719449789774,0.45
2013_07_BUF_MIA,2013,7,BUF,-0.048820847254768714,0.36046511627906974,36.0,30.0,-0.1139337918303828,0.4166666666666667
2013_07_BUF_MIA,2013,7,MIA,-0.1139337918303828,0.4166666666666667,39.0,25.0,-0.048820847254768714,0.36046511627906974
2013_07_CHI_WAS,2013,7,CHI,0.1779560813419296,0.5466666666666666,30.0,22.0,0.13507472182298863,0.5408163265306123
2013_07_CHI_WAS,2013,7,WAS,0.13507472182298863,0.5408163265306123,30.0,43.0,0.1779560813419296,0.5466666666666666
2013_07_CIN_DET,2013,7,CIN,0.19070622816610674,0.47368421052631576,35.0,18.0,0.09739234183150781,0.3870967741935484
2013_07_CIN_DET,2013,7,DET,0.09739234183150781,0.3870967741935484,51.0,25.0,0.19070622816610674,0.47368421052631576
2013_07_CLE_GB,2013,7,CLE,-0.009294375591198029,0.4367816091954023,45.0,23.0,0.17593933520282495,0.48314606741573035
2013_07_CLE_GB,2013,7,GB,0.17593933520282495,0.48314606741573035,37.0,29.0,-0.009294375591198029,0.4367816091954023
2013_07_DAL_PHI,2013,7,DAL,-0.030557271765459876,0.4583333333333333,49.0,26.0,-0.20269659477373947,0.35714285714285715
2013_07_DAL_PHI,2013,7,PHI,-0.20269659477373947,0.35714285714285715,52.0,23.0,-0.030557271765459876,0.4583333333333333
2013_07_DEN_IND,2013,7,DEN,0.026648473783475155,0.37254901960784315,54.0,20.0,0.04751797837651518,0.47115384615384615
2013_07_DEN_IND,2013,7,IND,0.04751797837651518,0.47115384615384615,40.0,31.0,0.026648473783475155,0.37254901960784315
2013_07_HOU_KC,2013,7,HOU,-0.006195117292281165,0.38028169014084506,30.0,24.0,-0.035654186906461834,0.40476190476190477
2013_07_HOU_KC,2013,7,KC,-0.035654186906461834,0.40476190476190477,36.0,32.0,-0.006195117292281165,0.38028169014084506
2013_07_MIN_NYG,2013,7,MIN,-0.2496101742140832,0.2988505747126437,54.0,14.0,-0.06449818105330038,0.3695652173913043
2013_07_MIN_NYG,2013,7,NYG,-0.06449818105330038,0.3695652173913043,41.0,32.0,-0.2496101742140832,0.2988505747126437
2013_07_NE_NYJ,2013,7,NE,-0.05558683059543685,0.43,50.0,20.0,-0.04456446741658037,0.3893805309734513
2013_07_NE_NYJ,2013,7,NYJ,-0.04456446741658037,0.3893805309734513,37.0,52.0,-0.05558683059543685,0.43
2013_07_SD_JAX,2013,7,JAX,-0.06702782584600048,0.5138888888888888,42.0,17.0,0.1879948913364118,0.4772727272727273
2013_07_SD_JAX,2013,7,LAC,0.1879948913364118,0.4772727272727273,27.0,40.0,-0.06702782584600048,0.5138888888888888
2013_07_SEA_ARI,2013,7,ARI,-0.15144493591157077,0.40217391304347827,53.0,18.0,0.015372814010832599,0.4772727272727273
2013_07_SEA_ARI,2013,7,SEA,0.015372814010832599,0.4772727272727273,32.0,32.0,-0.15144493591157077,0.40217391304347827
2013_07_SF_TEN,2013,7,SF,0.2580846558293412,0.4819277108433735,23.0,41.0,0.050604420581564634,0.4177215189873418
2013_07_SF_TEN,2013,7,TEN,0.050604420581564634,0.4177215189873418,44.0,13.0,0.2580846558293412,0.4819277108433735
2013_07_STL_CAR,2013,7,CAR,0.08035227589289502,0.5,19.0,38.0,-0.10375506333771402,0.41025641025641024
2013_07_STL_CAR,2013,7,LA,-0.10375506333771402,0.41025641025641024,38.0,21.0,0.08035227589289502,0.5
